N�mero;Fuero;Nombre;Tipo de ente;Direcci�n;Localidad;Departamento judicial;Tel�fono;Latitud;Longitud
1762;PENAL;UNIDAD FUNCIONAL DEFENSORIA;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42036312;-34.6761651;-58.34903012
1765;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DEFENSORIA;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42654792;-34.6761651;-58.34903012
1777;PENAL;UNIDAD FUNCIONAL DEFENSORIA 16;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42654792;-34.6761651;-58.34903012
1786;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DEFENSORIA 20;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42654792;-34.6761651;-58.34903012
1787;PENAL;UNIDAD FUNCIONAL DEFENSORIA 21;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42650978;-34.6761651;-58.34903012
1789;PENAL;UNIDAD FUNCIONAL DEFENSORIA 24;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42651077 int: 2849;-34.6761651;-58.34903012
1815;PENAL;UNIDAD FUNCIONAL DEFENSORIA PENAL FLAGRANCIA;DEFENSORIA;MITRE 2615;AVELLANEDA;LOMAS DE ZAMORA;42651053;-34.6761651;-58.34903012
21;TODOS;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;LARROQUE Y CAMINO NEGRO PISO 1�;BANFIELD;LOMAS DE ZAMORA;40031200 int: 1309/2294;-34.7377535;-58.39000782
40;TODOS;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2293/2292;-34.7426485;-58.39000782
51;TODOS;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200 int: 1256/2381;-34.7426485;-58.39000782
55;TODOS;ASESORIA DE INCAPACES 4;ASESORIA DE INCAPACES;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200 int: 1254 / 1271;-34.7426485;-58.39000782
56;TODOS;ASESORIA DE INCAPACES 5;ASESORIA DE INCAPACES;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2303 / 1273;-34.7426485;-58.39000782
152;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 1;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12165/66;-34.7426485;-58.42928552
154;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 2;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12154;-34.7426485;-58.42928552
156;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL 3;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12103/08/12561;-34.7426485;-58.42928552
195;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12411;-34.7426485;-58.42928552
196;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12419/12424;-34.7426485;-58.42928552
197;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL;CAMARA;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12428/12437;-34.7426485;-58.42928552
250;PENAL;CAV;CENTRO DE ASISTENCIA A LA VICTIMA;LARROQUE Y CAMINO NEGRO 2�P SECTOR *;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2587;-34.7426485;-58.39000782
102;PENAL;AYUDANTIA FISCAL - GENERAL PINTO;AYUDANTIA FISCAL;JUAN IACIANCI Y BERNARDO DE IRIGOYEN;GENERAL PINTO;JUNIN;421341;-34.761165;-61.889286
270;PENAL;CUERPO DE FISCALES DE JUICIO (VOLANTES);FISCALIA;LARROQUE Y CAMINO NEGRO ;BANFIELD;LOMAS DE ZAMORA;40031200;-34.7426485;-58.39000782
271;PENAL;CUERPO DE FLAGRANCIA;DEFENSORIA;LARROQUE Y CAMINO NEGRO PB ;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2592;-34.7377535;-58.39000782
272;TODOS;CURADORIA OFICIAL DE ALIENADOS;CURADURIA OFICIAL;ALEM 1190;BANFIELD;LOMAS DE ZAMORA;42427313;-34.746727;-58.39900342
268;TODOS;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;LARROQUE Y CAMINO NEGRO PISO 2�;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2587;-34.7377535;-58.39000782
331;PENAL;FISCALIA DE EJECUCION PENAL DEPARTAMENTAL;FISCALIA;LARROQUE Y CAMINO NEGRO 2�P SECTOR E;BANFIELD;LOMAS DE ZAMORA;40031200 int: 3518/1222/2837;-34.7426485;-58.39000782
332;PENAL;FISCALIA DE EJECUCION PENAL JUVENIL;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023545 int: 111/112;-34.7377535;-58.39000782
374;PENAL;FISCALIA PENAL JUVENIL 1;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023545 int: 109/105;-34.7377535;-58.39000782
375;PENAL;FISCALIA PENAL JUVENIL 2;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023689 int: 117/118;-34.7377535;-58.39000782
376;PENAL;FISCALIA PENAL JUVENIL 3;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023689 int: 104/114;-34.7377535;-58.39000782
377;PENAL;FISCALIA PENAL JUVENIL 4;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023689 int: 120;-34.7377535;-58.39000782
378;PENAL;FISCALIA PENAL JUVENIL 5;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023545 int: 107/110;-34.7377535;-58.39000782
379;PENAL;FISCALIA PENAL JUVENIL 6;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023545 int: 118;-34.7377535;-58.39000782
380;PENAL;FISCALIA PENAL JUVENIL 7;FISCALIA;CASTRO BARROS 375;BANFIELD;LOMAS DE ZAMORA;42023689 int: 121;-34.7377535;-58.39000782
397;PENAL;JUZGADO DE EJECUCION 1;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12794/95/96;-34.7426485;-58.42928552
406;PENAL;JUZGADO DE EJECUCION 2;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12700/01/02/12380;-34.7426485;-58.42928552
407;PENAL;JUZGADO DE EJECUCION 3;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12570/13599;-34.7426485;-58.42928552
435;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;VIEYTES 370;BANFIELD;LOMAS DE ZAMORA;42881861 int: 107/114;-34.7398741;-58.39962232
436;FAMILIA;JUZGADO DE FAMILIA 10;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 2;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12124/27;-34.7426485;-58.42928552
437;FAMILIA;JUZGADO DE FAMILIA 11;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 2;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12226/27;-34.7426485;-58.42928552
438;FAMILIA;JUZGADO DE FAMILIA 12;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 2;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12210/14/15;-34.7426485;-58.42928552
455;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;VIEYTES 370 PISO 1;BANFIELD;LOMAS DE ZAMORA;42881861 int: 102/110/113;-34.7398741;-58.39962232
466;FAMILIA;JUZGADO DE FAMILIA 3;JUZGADO;AZARA 1648 PISO 1;BANFIELD;LOMAS DE ZAMORA;42482859 int: 139;-34.7402374;-58.40149352
474;FAMILIA;JUZGADO DE FAMILIA 4;JUZGADO;AZARA 1648 ;BANFIELD;LOMAS DE ZAMORA;42482859 int: 102;-34.7402374;-58.40149352
481;FAMILIA;JUZGADO DE FAMILIA 5;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12404/12442/46;-34.7426485;-58.42928552
488;FAMILIA;JUZGADO DE FAMILIA 6;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 13387/88/13760;-34.7426485;-58.42928552
491;FAMILIA;JUZGADO DE FAMILIA 7;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 2;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12270/13502;-34.7426485;-58.42928552
494;FAMILIA;JUZGADO DE FAMILIA 8;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12467/70;-34.7426485;-58.42928552
497;FAMILIA;JUZGADO DE FAMILIA 9;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12454/12463/64/65;-34.7426485;-58.42928552
519;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12864/66;-34.7426485;-58.42928552
555;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12781/12835/12861;-34.7426485;-58.42928552
563;PENAL;JUZGADO DE GARANTIAS 4;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12834/12878/12887;-34.7426485;-58.42928552
570;PENAL;JUZGADO DE GARANTIAS 5;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12783/12881/82;-34.7426485;-58.42928552
576;PENAL;JUZGADO DE GARANTIAS 6;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12774/75/12872;-34.7426485;-58.42928552
578;PENAL;JUZGADO DE GARANTIAS 7;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12300/07;-34.7426485;-58.42928552
600;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;TALCAHUANO 278;BANFIELD;LOMAS DE ZAMORA;42486953 int: 114/115;-34.7422215;-58.39191072
609;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 2;JUZGADO;TALCAHUANO 278;BANFIELD;LOMAS DE ZAMORA;42486953 int: 187/188;-34.7422215;-58.39191072
611;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 3;JUZGADO;TALCAHUANO 278 PISO 2;BANFIELD;LOMAS DE ZAMORA;42486953 int: 135/138;-34.7422215;-58.39191072
862;PENAL;JUZGADO DE RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;TALCAHUANO 278;BANFIELD;LOMAS DE ZAMORA;42486953 int: 182;-34.7422215;-58.39191072
866;PENAL;JUZGADO DE RESPONSABILIDAD PENAL JUVENIL 2;JUZGADO;TALCAHUANO 278;BANFIELD;LOMAS DE ZAMORA;42486953 int: 159;-34.7422215;-58.39191072
867;PENAL;JUZGADO DE RESPONSABILIDAD PENAL JUVENIL 3;JUZGADO;TALCAHUANO 278;BANFIELD;LOMAS DE ZAMORA;42486953 int: 200-203;-34.7422215;-58.39191072
868;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL ;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12050/51;-34.7426485;-58.42928552
873;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 1;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12034/12036/12691;-34.7426485;-58.42928552
877;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 10;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12028/29;-34.7426485;-58.42928552
881;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 11;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12232/33;-34.7426485;-58.42928552
885;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 12;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12092/93;-34.7426485;-58.42928552
888;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 13;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12255/56/13571;-34.7426485;-58.42928552
891;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 14;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12249;-34.7426485;-58.42928552
911;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 3;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12103/12108/12561;-34.7426485;-58.42928552
914;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 4;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12057/58/12679;-34.7426485;-58.42928552
918;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 5;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12063/64/65;-34.7426485;-58.42928552
922;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 6;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12071/72;-34.7426485;-58.42928552
925;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 7;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12006/12667;-34.7426485;-58.42928552
929;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 8;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12013/12675/12870;-34.7426485;-58.42928552
934;CIVIL Y COMERCIAL;JUZGADO EN LO CIVIL Y COMERCIAL 9;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12020/21/12075;-34.7426485;-58.42928552
942;CONTENCIOSO ADMINISTRATIVO;JUZGADO EN LO CONTENCIOSO ADMINISTRATIVO 2;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12879/12898;-34.7426485;-58.42928552
963;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12101/12358;-34.7426485;-58.42928552
975;PENAL;JUZGADO EN LO CORRECCIONAL 2;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 3;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12119/12363/12907;-34.7426485;-58.42928552
988;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12329/12354/13045;-34.7426485;-58.42928552
996;PENAL;JUZGADO EN LO CORRECCIONAL 4;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12638/12963;-34.7426485;-58.42928552
1001;PENAL;JUZGADO EN LO CORRECCIONAL 5;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12243/12366/12753;-34.7426485;-58.42928552
1003;PENAL;JUZGADO EN LO CORRECCIONAL 6;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12479/12726;-34.7426485;-58.42928552
1004;PENAL;JUZGADO EN LO CORRECCIONAL 7;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12624/12793;-34.7426485;-58.42928552
1005;PENAL;JUZGADO EN LO CORRECCIONAL 8;JUZGADO;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12718/31;-34.7426485;-58.42928552
1035;CIVIL Y COMERCIAL;SECRETARIA DE MEDIACION;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;ALEM 1371;BANFIELD;LOMAS DE ZAMORA;42023045;-34.7443757;-58.39853872
1036;PENAL;SECRETARIA DE MEDIACION PENAL JUVENIL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;MONTEAGUDO 155 ENTRE ALEM Y ACEVEDO;BANFIELD;LOMAS DE ZAMORA;42029552;-34.748734;-58.39813462
1038;PENAL;SECRETARIA N� 2;FISCALIA;LARROQUE Y CAMINO NEGRO 1�P SECTOR E;BANFIELD;LOMAS DE ZAMORA;40031200 int: 1238/2567/1249;-34.7426485;-58.39000782
1039;PENAL;SECRETARIA N� 3 (EX FISCALIAS DE JUICIO 12 Y 15);FISCALIA;LARROQUE Y CAMINO NEGRO 2�P SECTOR F;BANFIELD;LOMAS DE ZAMORA;40031200 int: 1248/2475/2568;-34.7426485;-58.39000782
1040;PENAL;SECRETARIA N� 4 (EX FISCALIAS DE JUICIO 14 Y 18);FISCALIA;LARROQUE Y CAMINO NEGRO PB SECTOR J;BANFIELD;LOMAS DE ZAMORA;40031200 int: 2528/2568/2606;-34.7377535;-58.39000782
1050;LABORAL;TRIBUNAL DE TRABAJO 1;TRIBUNAL;PRESIDENTE PERON 46;BANFIELD;LOMAS DE ZAMORA;42828932 int: 110/111;-34.7654207;-58.43405292
1056;LABORAL;TRIBUNAL DE TRABAJO 2;TRIBUNAL;PRESIDENTE PERON 46;BANFIELD;LOMAS DE ZAMORA;42828932 int: 133/135;-34.7654207;-58.43405292
1061;LABORAL;TRIBUNAL DE TRABAJO 3;TRIBUNAL;PRESIDENTE PERON 46;BANFIELD;LOMAS DE ZAMORA;42828932 int: 148/149;-34.7654207;-58.43405292
1066;LABORAL;TRIBUNAL DE TRABAJO 4;TRIBUNAL;PRESIDENTE PERON 46;BANFIELD;LOMAS DE ZAMORA;42828932 int: 168/171;-34.7654207;-58.43405292
1068;LABORAL;TRIBUNAL DE TRABAJO 5;TRIBUNAL;PRESIDENTE PERON 46;BANFIELD;LOMAS DE ZAMORA;42828932 int: 181/191;-34.7654207;-58.43405292
1124;PENAL;TRIBUNAL EN LO CRIMINAL 1;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12344/12653/12655;-34.7426485;-58.42928552
1125;PENAL;TRIBUNAL EN LO CRIMINAL 10;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12715;-34.7426485;-58.42928552
1137;PENAL;TRIBUNAL EN LO CRIMINAL 2;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12340/41/12722;-34.7426485;-58.42928552
1146;PENAL;TRIBUNAL EN LO CRIMINAL 3;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12544/12610/12651;-34.7426485;-58.42928552
1154;PENAL;TRIBUNAL EN LO CRIMINAL 4;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12631;-34.7426485;-58.42928552
1160;PENAL;TRIBUNAL EN LO CRIMINAL 5;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12642;-34.7426485;-58.42928552
1163;PENAL;TRIBUNAL EN LO CRIMINAL 6;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 13078/13120/13400;-34.7426485;-58.42928552
1165;PENAL;TRIBUNAL EN LO CRIMINAL 7;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 1;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12531/12695/12912;-34.7426485;-58.42928552
1166;PENAL;TRIBUNAL EN LO CRIMINAL 8;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE;BANFIELD;LOMAS DE ZAMORA;42021327 int: 13250;-34.7426485;-58.42928552
1167;PENAL;TRIBUNAL EN LO CRIMINAL 9;TRIBUNAL;CAMINO PRESIDENTE JUAN DOMINGO PERON Y LARROQUE PISO 4;BANFIELD;LOMAS DE ZAMORA;42021327 int: 12769/13434;-34.7426485;-58.42928552
1224;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - AUTORES IGNORADOS 20;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733990 int: 104;-34.7386528;-58.43320922
1305;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 12;FISCALIA;BARBIERI 1287;BANFIELD;LOMAS DE ZAMORA;42738351 int: 113/131/133;-34.7433109;-58.43075492
1310;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 13;FISCALIA;BARBIERI 1287;BANFIELD;LOMAS DE ZAMORA;42738351 int: 102/114/119;-34.7433109;-58.43075492
1313;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 14;FISCALIA;BARBIERI 1287;BANFIELD;LOMAS DE ZAMORA;42738351 int: 114/115/132;-34.7433109;-58.43075492
1317;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 15;FISCALIA;BARBIERI 1287;BANFIELD;LOMAS DE ZAMORA;42738351 int: 116/135/134;-34.7433109;-58.43075492
1358;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 22;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 122;-34.7386528;-58.43320922
1360;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 24;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 114;-34.7386528;-58.43320922
1361;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 26;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 125;-34.7386528;-58.43320922
1362;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 27;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 118/119;-34.7386528;-58.43320922
1363;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 28;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 116/117;-34.7386528;-58.43320922
1470;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO EN LO CORRECCIONAL 16;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733990 int: 103/112;-34.7386528;-58.43320922
1471;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO EN LO CORRECCIONAL 17;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733990 int: 111;-34.7386528;-58.43320922
1472;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO EN LO CORRECCIONAL 18;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733990 int: 118/119;-34.7386528;-58.43320922
1473;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO EN LO CORRECCIONAL 19;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733990 int: 110/130;-34.7386528;-58.43320922
1474;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO ESPECIALIZADA EN ENTRADERA Y ESCRUCHES;FISCALIA;PRESIDENTE PERON 2536 Y M. OLIVERO ;BANFIELD;LOMAS DE ZAMORA;42733747 int: 131;-34.7386528;-58.43320922
1761;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DEFENSORIA;DEFENSORIA;AV. HIPOLITO YRIGOYEN 7878 - 1� PISO;BANFIELD;LOMAS DE ZAMORA;42422270;-34.7472075;-58.39989742
